,,,,,,,,市盈率,,,,发行数量(万股),,,,,,,,募集资金(亿元),,,发行费用(万元),,,,,,,,,,网下配售情况,,,,,,,,,,,网上发行情况,,,,,,,,,,,,,,,,,,,,,,
代码,名称,申购代码,招股日期,网上发行日期,上市日期,上市板,发行价格,发行市盈率,行业PE(披露值),"行业PE(近1月,静态)","行业PE(近1月,TTM)",总计,新股发行数量,老股转让数量,网下配售数量,网上发行数量,回拨比例(%),网下申购上限,网上发行申购上限(股),预计募资(上市公司),募资总额(上市公司),募资净额(上市公司),上市公司发行费用,上市公司发行费率(%),老股转让费用,转让费率(%),发行费用合计,发行费率(%),承销及保荐费,审计及验资费,法律费用,信息披露费,投资者数量(家),配售对象数量(个),询价申购数量(万股),询价认购倍数,有效报价配售对象家数,有效报价投资者家数,有效申购配售对象家数,有效申购数量(万股),有效申购资金(亿元),有效申购获配比例(%),认购倍数,有效申购户数,有效申购股数(万股),中签率(%),认购倍数,发行方式,承销方式,主承销商,审计机构,资产评估机构,律师事务所,发行公告日期,网下发行起始日期,网下发行截止日期,网上发行冻结资金(亿元),网下配售冻结资金(亿元),承销商认购余股(万股),面值,省份,证监会行业(2012版),证监会行业,Wind行业,证券类型,交易所
601992.SH,金隅集团,,2011-01-31,,2011-03-01,主板,9.00,20.43,,,,"41,040.46","41,040.46",,,,0.00,,,,,,"5,816.51",,0.00,,"5,816.51",,"3,500.00",894.00,530.00,311.00,,,,,,,,,,,,,,,,比例换股,余额包销,中银国际证券有限责任公司,北京兴华会计师事务所(特殊普通合伙),"北京中企华资产评估有限责任公司,北京中天衡平国际资产评估有限公司,北京中证评估有限责任公司",普衡律师事务所,,,,,,0.0000,1.00,北京,非金属矿物制品业,,材料--材料Ⅱ--建材Ⅲ--建材,A股,上海
300180.SZ,华峰超纤,300180,2011-01-26,2011-02-10,2011-02-22,创业板,19.73,51.92,,,,"4,000.00","4,000.00",,800.00,"3,200.00",0.00,800.00,"32,000.00",2.21,7.89,7.50,"3,956.28",5.01,0.00,0.00,"3,956.28",5.01,"3,361.38",149.00,148.00,290.00,28,40,,,16,16,16,"3,280.00",6.47,24.39,4.10,"58,220","76,851.15",4.1639,24.00,"网下询价,上网定价",余额包销,中国中投证券有限责任公司,立信会计师事务所(特殊普通合伙),北京中企华资产评估有限责任公司,上海市通力律师事务所,2011-02-09,2011-02-10,2011-02-10,151.6273,6.4714,0.0000,1.00,上海,橡胶和塑料制品业,,材料--材料Ⅱ--化工--基础化工,A股,深圳
300182.SZ,捷成股份,300182,2011-01-26,2011-02-10,2011-02-22,创业板,55.00,74.32,,,,"1,400.00","1,400.00",,280.00,"1,120.00",0.00,280.00,"11,000.00",2.04,7.70,7.25,"4,523.13",5.87,0.00,0.00,"4,523.13",5.87,"3,686.33",244.00,100.00,492.80,42,63,,,35,35,35,"4,760.00",26.18,5.88,17.00,"35,754","28,550.50",3.9229,25.00,"网下询价,上网定价",余额包销,华泰联合证券有限责任公司,大信会计师事务所(特殊普通合伙),北京北方亚事资产评估事务所(特殊普通合伙),北京市竞天公诚律师事务所,2011-02-09,2011-02-10,2011-02-10,157.0278,26.1800,0.0000,1.00,北京,广播、电视、电影和影视录音制作业,,信息技术--软件与服务--信息技术服务--信息科技咨询与其它服务,A股,深圳
300184.SZ,力源信息,300184,2011-01-26,2011-02-10,2011-02-22,创业板,20.00,68.97,,,,"1,670.00","1,670.00",,330.00,"1,340.00",0.00,330.00,"13,000.00",1.64,3.34,3.05,"2,858.63",8.56,0.00,0.00,"2,858.63",8.56,"2,020.00",311.00,92.00,415.03,33,50,,,25,25,25,"5,280.00",10.56,6.25,16.00,"108,073","92,474.50",1.4490,69.00,"网下询价,上网定价",余额包销,国信证券股份有限公司,大信会计师事务所(特殊普通合伙),中京民信(北京)资产评估有限公司,国浩律师事务所,2011-02-09,2011-02-10,2011-02-10,184.9490,10.5600,0.0000,1.00,湖北省,批发业,,信息技术--技术硬件与设备--电子设备、仪器和元件--技术产品经销商,A股,深圳
300183.SZ,东软载波,300183,2011-01-26,2011-02-10,2011-02-22,创业板,41.45,59.23,,,,"2,500.00","2,500.00",,500.00,"2,000.00",0.00,500.00,"20,000.00",1.87,10.36,9.72,"6,432.38",6.21,0.00,0.00,"6,432.38",6.21,"5,699.38",192.50,102.50,432.50,47,62,,,32,32,32,"8,400.00",34.82,5.95,16.80,"70,051","83,310.00",2.4007,42.00,"网下询价,上网定价",余额包销,中信证券股份有限公司,山东汇德会计师事务所有限公司,"青岛金立信资产评估有限公司,青岛瑞泽资产评估事务所,山东正源和信资产评估有限公司",国浩律师事务所,2011-02-09,2011-02-10,2011-02-10,345.3200,34.8180,0.0000,1.00,山东省,软件和信息技术服务业,,信息技术--半导体与半导体生产设备--半导体产品与半导体设备--半导体产品,A股,深圳
300181.SZ,佐力药业,300181,2011-01-26,2011-02-10,2011-02-22,创业板,23.50,60.72,,,,"2,000.00","2,000.00",,400.00,"1,600.00",0.00,80.00,"16,000.00",1.67,4.70,4.26,"4,418.24",9.40,0.00,0.00,"4,418.24",9.40,"3,626.00",224.50,100.00,,43,56,,,32,32,32,"2,560.00",6.02,15.63,6.40,"95,744","96,770.15",1.6534,60.00,"网下询价,上网定价",余额包销,西南证券股份有限公司,中汇会计师事务所(特殊普通合伙),中联资产评估集团有限公司,上海东方华银律师事务所,2011-02-09,2011-02-10,2011-02-10,227.4099,6.0160,0.0000,1.00,浙江省,医药制造业,,医疗保健--制药、生物科技与生命科学--制药--中药,A股,深圳
601216.SH,君正集团,780216,2011-01-24,2011-02-10,2011-02-22,主板,25.00,35.21,,,,"12,000.00","12,000.00",,"2,400.00","9,600.00",0.00,"2,400.00","96,000.00",19.80,30.00,29.16,"8,403.73",2.80,0.00,0.00,"8,403.73",2.80,"7,475.20",284.00,85.00,485.68,60,83,,,41,41,24,"7,300.00",18.25,32.88,3.04,"83,414","155,848.00",6.1598,16.23,"网下询价,上网定价",余额包销,国信证券股份有限公司,大华会计师事务所(特殊普通合伙),,内蒙古建中律师事务所,2011-02-09,2011-02-09,2011-02-10,389.6200,45.4392,0.0000,1.00,内蒙古自治区,化学原料及化学制品制造业,,材料--材料Ⅱ--化工--基础化工,A股,上海
002549.SZ,凯美特气,002549,2011-01-24,2011-02-09,2011-02-18,中小企业板,25.48,63.70,,,,"2,000.00","2,000.00",,400.00,"1,600.00",0.00,80.00,"16,000.00",1.90,5.10,4.81,"2,843.00",5.58,0.00,0.00,"2,843.00",5.58,"2,120.00",159.00,160.00,404.00,58,89,,,49,49,49,"3,920.00",9.99,10.20,9.80,"77,077","83,546.40",1.9151,52.00,"网下询价,上网定价",余额包销,平安证券有限责任公司,致同会计师事务所(特殊普通合伙),岳阳金信会计师事务所有限责任公司,湖南启元律师事务所,2011-02-01,2011-02-09,2011-02-09,212.8762,9.9882,0.0000,1.00,湖南省,生态保护和环境治理业,,材料--材料Ⅱ--化工--工业气体,A股,深圳
002550.SZ,千红制药,002550,2011-01-24,2011-02-09,2011-02-18,中小企业板,32.00,40.51,,,,"4,000.00","4,000.00",,800.00,"3,200.00",0.00,800.00,"32,000.00",6.25,12.80,12.15,"6,504.50",5.08,0.00,0.00,"6,504.50",5.08,"5,820.00",230.00,120.00,334.50,31,43,,,18,18,18,"6,400.00",20.48,12.50,8.00,"86,393","117,519.85",2.7229,37.00,"网下询价,上网定价",余额包销,华泰证券股份有限公司,公证天业会计师事务所(特殊普通合伙),江苏中企华中天资产评估有限公司,北京市德润律师事务所,2011-02-01,2011-02-09,2011-02-09,376.0635,20.4800,0.0000,1.00,江苏省,医药制造业,,医疗保健--制药、生物科技与生命科学--制药--西药,A股,深圳
002548.SZ,金新农,002548,2011-01-24,2011-02-09,2011-02-18,中小企业板,24.00,40.00,,,,"2,400.00","2,400.00",,480.00,"1,920.00",0.00,480.00,"15,000.00",3.38,5.76,5.45,"3,057.60",5.31,0.00,0.00,"3,057.60",5.31,"2,354.00",245.00,119.00,314.00,41,60,,,18,18,17,"6,880.00",16.51,6.98,14.33,"117,242","111,445.80",1.7228,58.00,"网下询价,上网定价",余额包销,光大证券股份有限公司,中审国际会计师事务所有限公司,深圳金开中勤信资产评估有限公司,国浩律师事务所,2011-02-01,2011-02-09,2011-02-09,267.4699,16.5120,0.0000,1.00,广东省,农副食品加工业,,日常消费--食品、饮料与烟草--食品--农产品,A股,深圳
002547.SZ,春兴精工,002547,2011-01-24,2011-02-09,2011-02-18,中小企业板,16.00,34.04,,,,"3,600.00","3,600.00",,720.00,"2,880.00",0.00,120.00,"28,000.00",3.01,5.76,5.26,"5,024.00",8.72,0.00,0.00,"5,024.00",8.72,"4,295.00",301.50,100.00,283.50,44,56,,,24,24,24,"2,880.00",4.61,25.00,4.00,"235,893","298,726.20",0.9641,104.00,"网下询价,上网定价",余额包销,平安证券有限责任公司,容诚会计师事务所(特殊普通合伙),安徽致远资产评估有限公司,安徽承义律师事务所,2011-02-01,2011-02-09,2011-02-09,477.9619,4.6080,0.0000,1.00,江苏省,金属制品业,,工业--资本货物--机械--工业机械,A股,深圳
300178.SZ,腾邦国际,300178,2011-01-19,2011-01-27,2011-02-15,创业板,21.90,49.77,,,,"3,000.00","3,000.00",,600.00,"2,400.00",0.00,600.00,"24,000.00",3.45,6.57,5.98,"5,925.70",9.02,0.00,0.00,"5,925.70",9.02,"5,027.50",325.20,164.00,348.00,27,30,,,15,15,15,"5,460.00",11.96,10.99,9.10,"72,627","102,093.70",2.3508,43.00,"网下询价,上网定价",余额包销,国信证券股份有限公司,天健会计师事务所(特殊普通合伙),"北京中盛联盟资产评估有限公司,国众联资产评估土地房地产估价有限公司",广东金地律师事务所,2011-01-26,2011-01-27,2011-01-27,223.5852,11.9574,0.0000,1.00,广东省,商务服务业,,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--酒店、度假村与豪华游轮,A股,深圳
300177.SZ,中海达,300177,2011-01-19,2011-01-27,2011-02-15,创业板,46.80,73.13,,,,"1,250.00","1,250.00",,250.00,"1,000.00",0.00,250.00,"10,000.00",2.37,5.85,5.38,"4,672.33",7.99,0.00,0.00,"4,672.33",7.99,"4,220.00",134.32,92.00,222.01,47,61,,,33,33,33,"5,900.00",27.61,4.24,23.60,"44,592","33,067.25",3.0241,33.00,"网下询价,上网定价",余额包销,国信证券股份有限公司,广东正中珠江会计师事务所(特殊普通合伙),中联资产评估集团有限公司,北京市星河律师事务所,2011-01-26,2011-01-27,2011-01-27,154.7547,27.6120,0.0000,1.00,广东省,计算机、通信和其他电子设备制造业,,工业--资本货物--航空航天与国防Ⅲ--航天航空与国防,A股,深圳
300176.SZ,派生科技,300176,2011-01-19,2011-01-27,2011-02-15,创业板,16.28,45.47,,,,"2,240.00","2,240.00",,440.00,"1,800.00",0.00,440.00,"18,000.00",2.26,3.65,3.34,"3,110.52",8.53,0.00,0.00,"3,110.52",8.53,"2,493.36",131.34,130.00,,23,25,,,12,12,12,"3,300.00",5.37,13.33,7.50,"137,048","151,410.10",1.1888,84.00,"网下询价,上网定价",余额包销,国金证券股份有限公司,立信会计师事务所(特殊普通合伙),广东立信羊城资产评估与土地房地产估价有限公司,北京市万商天勤律师事务所,2011-01-26,2011-01-27,2011-01-27,246.4956,5.3724,0.0000,1.00,广东省,汽车制造业,,可选消费--汽车与汽车零部件--汽车零配件--机动车零配件与设备,A股,深圳
300179.SZ,四方达,300179,2011-01-19,2011-01-27,2011-02-15,创业板,24.75,68.75,,,,"2,000.00","2,000.00",,400.00,"1,600.00",0.00,400.00,"16,000.00",1.81,4.95,4.63,"3,188.12",6.44,0.00,0.00,"3,188.12",6.44,"2,680.00",173.30,114.00,13.30,52,69,,,32,32,32,"9,120.00",22.57,4.39,22.80,"52,463","55,700.70",2.8725,35.00,"网下询价,上网定价",余额包销,国泰君安证券股份有限公司,利安达会计师事务所(特殊普通合伙),北京华亚正信资产评估有限公司,北京市衡基律师事务所,2011-01-26,2011-01-27,2011-01-27,137.8592,22.5720,0.0000,1.00,河南省,非金属矿物制品业,,材料--材料Ⅱ--金属、非金属与采矿--金属非金属,A股,深圳
300175.SZ,朗源股份,300175,2011-01-19,2011-01-27,2011-02-15,创业板,17.10,51.82,,,,"2,700.00","2,700.00",,540.00,"2,160.00",0.00,540.00,"21,000.00",1.80,4.62,4.23,"3,843.87",8.33,0.00,0.00,"3,843.87",8.33,"3,303.50",100.00,150.00,249.52,30,37,,,15,15,15,"6,210.00",10.62,8.70,11.50,"88,190","113,402.90",1.9047,53.00,"网下询价,上网定价",余额包销,国信证券股份有限公司,中喜会计师事务所(特殊普通合伙),,北京市中伦律师事务所,2011-01-26,2011-01-27,2011-01-27,193.9190,10.6191,0.0000,1.00,山东省,农副食品加工业,,日常消费--食品、饮料与烟草--食品--农产品,A股,深圳
002545.SZ,东方铁塔,002545,2011-01-17,2011-01-25,2011-02-11,中小企业板,39.49,50.50,,,,"4,350.00","4,350.00",,870.00,"3,480.00",0.00,870.00,"34,500.00",7.94,17.18,16.41,"7,666.60",4.46,0.00,0.00,"7,666.60",4.46,"6,785.70",191.00,183.00,400.55,26,34,,,14,14,14,"3,306.00",13.06,26.32,3.80,"27,632","34,421.45",10.1100,10.00,"网下询价,上网定价",余额包销,国金证券股份有限公司,山东天恒信会计师事务所,公证天业会计师事务所(特殊普通合伙),山东琴岛律师事务所,2011-01-24,2011-01-25,2011-01-25,135.9303,13.0554,0.0000,1.00,山东省,金属制品业,,工业--资本货物--建筑产品Ⅲ--建筑产品,A股,深圳
601799.SH,星宇股份,780799,2011-01-17,2011-01-25,2011-02-01,主板,21.24,66.38,,,,"6,000.00","6,000.00",,"1,200.00","4,800.00",0.00,"1,200.00","48,000.00",4.30,12.74,12.18,"5,678.13",4.46,0.00,0.00,"5,678.13",4.46,"5,097.60",130.00,70.00,345.31,39,76,,,62,62,38,"20,960.00",44.52,5.73,17.47,"44,964","83,199.50",5.7693,17.33,"网下询价,上网定价",余额包销,国泰君安证券股份有限公司,天衡会计师事务所(特殊普通合伙),公证天业会计师事务所(特殊普通合伙),北京市君合律师事务所,2011-01-24,2011-01-24,2011-01-25,176.7157,70.9340,0.0000,1.00,江苏省,汽车制造业,,可选消费--汽车与汽车零部件--汽车零配件--机动车零配件与设备,A股,上海
601616.SH,广电电气,780616,2011-01-17,2011-01-25,2011-02-01,主板,19.00,51.46,,,,"10,500.00","10,500.00",,"2,100.00","8,400.00",0.00,"2,100.00","84,000.00",6.62,19.95,18.53,"14,196.68",7.12,0.00,0.00,"14,196.68",7.12,"13,170.00",254.00,65.00,657.50,42,63,,,28,28,15,"7,900.00",15.01,26.58,3.76,"114,388","244,781.50",3.4316,29.14,"网下询价,上网定价",余额包销,东吴证券股份有限公司,瑞华会计师事务所(特殊普通合伙),上海立信资产评估有限公司,国浩律师事务所,2011-01-24,2011-01-24,2011-01-25,465.0849,30.5639,0.0000,1.00,上海,电气机械及器材制造业,,工业--资本货物--电气设备--电气部件与设备,A股,上海
002546.SZ,新联电子,002546,2011-01-17,2011-01-25,2011-02-11,中小企业板,33.80,57.29,,,,"2,100.00","2,100.00",,420.00,"1,680.00",0.00,420.00,"16,000.00",2.11,7.10,6.69,"4,040.40",5.69,0.00,0.00,"4,040.40",5.69,"3,544.20",134.00,57.00,293.30,28,38,,,17,17,17,"4,690.00",15.85,8.96,11.17,"51,450","42,702.50",3.9342,25.00,"网下询价,上网定价",余额包销,华泰证券股份有限公司,天衡会计师事务所(特殊普通合伙),江苏银信资产评估房地产估价有限公司,江苏金禾律师事务所,2011-01-24,2011-01-25,2011-01-25,144.3345,15.8522,0.0000,1.00,江苏省,电气机械及器材制造业,,工业--资本货物--电气设备--电气部件与设备,A股,深圳
300170.SZ,汉得信息,300170,2011-01-14,2011-01-24,2011-02-01,创业板,25.32,72.40,,,,"3,000.00","3,000.00",,585.00,"2,415.00",0.00,585.00,"24,000.00",3.12,7.60,7.14,"4,586.69",6.04,0.00,0.00,"4,586.69",6.04,"3,807.60",133.34,316.00,221.50,35,47,,,20,20,18,"5,785.00",14.65,10.11,9.89,"77,231","108,024.90",2.2356,45.00,"网下询价,上网定价",余额包销,兴业证券股份有限公司,立信会计师事务所(特殊普通合伙),银信资产评估有限公司,北京市中伦律师事务所,2011-01-21,2011-01-24,2011-01-24,273.5190,14.6476,0.0000,1.00,上海,软件和信息技术服务业,,信息技术--软件与服务--信息技术服务--信息科技咨询与其它服务,A股,深圳
300174.SZ,元力股份,300174,2011-01-14,2011-01-24,2011-02-01,创业板,24.00,88.89,,,,"1,700.00","1,700.00",,330.00,"1,370.00",0.00,330.00,"13,500.00",1.43,4.08,3.78,"3,018.75",7.40,0.00,0.00,"3,018.75",7.40,"2,474.00",185.00,101.00,209.95,48,74,,,35,35,35,"8,470.00",20.33,3.90,25.67,"73,686","72,456.45",1.8908,53.00,"网下询价,上网定价",余额包销,国金证券股份有限公司,华兴会计师事务所(特殊普通合伙),北京中企华资产评估有限责任公司,北京市尚公律师事务所,2011-01-21,2011-01-24,2011-01-24,173.8955,20.3280,0.0000,1.00,福建省,化学原料及化学制品制造业,,材料--材料Ⅱ--化工--基础化工,A股,深圳
300171.SZ,东富龙,300171,2011-01-14,2011-01-24,2011-02-01,创业板,86.00,96.63,,,,"2,000.00","2,000.00",,400.00,"1,600.00",0.00,400.00,"16,000.00",4.32,17.20,15.71,"14,947.18",8.69,0.00,0.00,"14,947.18",8.69,"14,378.33",149.00,87.00,327.35,44,69,,,30,30,30,"6,275.00",53.97,6.37,15.69,"24,214","22,333.80",7.1640,14.00,"网下询价,上网定价",余额包销,招商证券股份有限公司,立信会计师事务所(特殊普通合伙),银信资产评估有限公司,北京市君致律师事务所,2011-01-21,2011-01-24,2011-01-24,192.0707,53.9650,0.0000,1.00,上海,专用设备制造业,,工业--资本货物--机械--工业机械,A股,深圳
300173.SZ,智慧松德,300173,2011-01-14,2011-01-24,2011-02-01,创业板,22.39,49.60,,,,"1,700.00","1,700.00",0.00,340.00,"1,360.00",0.00,340.00,"13,000.00",1.58,3.81,3.47,"3,332.12",8.75,0.00,0.00,"3,332.12",8.75,"2,483.78",304.00,218.00,211.00,27,32,,,15,15,15,"3,264.00",7.31,10.42,9.60,"100,169","86,374.25",1.5745,63.51,"网下询价,上网定价",余额包销,第一创业证券有限责任公司,利安达会计师事务所(特殊普通合伙),北京华亚正信资产评估有限公司,北京市竞天公诚律师事务所,2011-01-21,2011-01-24,2011-01-24,193.3919,7.3081,0.0000,1.00,广东省,专用设备制造业,,工业--资本货物--机械--工业机械,A股,深圳
300172.SZ,中电环保,300172,2011-01-14,2011-01-24,2011-02-01,创业板,25.16,66.21,,,,"2,500.00","2,500.00",,500.00,"2,000.00",0.00,500.00,"20,000.00",2.08,6.29,5.39,"9,039.38",14.37,0.00,0.00,"9,039.38",14.37,"8,370.00",272.00,110.00,270.38,45,56,,,27,27,27,"9,400.00",23.65,5.32,18.80,"153,186","196,470.35",1.0180,98.00,"网下询价,上网定价",余额包销,华泰证券股份有限公司,立信会计师事务所(特殊普通合伙),"天衡会计师事务所(特殊普通合伙),银信资产评估有限公司",浙江六和律师事务所,2011-01-21,2011-01-24,2011-01-24,494.3194,23.6504,0.0000,1.00,江苏省,生态保护和环境治理业,,工业--商业和专业服务--商业服务与用品--环境与设施服务,A股,深圳
601519.SH,大智慧,780519,2011-01-11,2011-01-20,2011-01-28,主板,23.20,88.89,,,,"11,000.00","11,000.00",,"2,200.00","8,800.00",0.00,"2,200.00","80,000.00",10.25,25.52,24.24,"12,824.43",5.03,0.00,0.00,"12,824.43",5.03,"11,580.00",332.00,160.00,516.30,65,172,,,108,108,86,"86,390.00",200.42,2.55,39.27,"207,478","481,016.80",1.8295,54.66,"网下询价,上网定价",余额包销,西南证券股份有限公司,立信会计师事务所(特殊普通合伙),银信资产评估有限公司,北京市金杜律师事务所,2011-01-19,2011-01-19,2011-01-20,"1,115.9590",225.9870,0.0000,1.00,上海,软件和信息技术服务业,,信息技术--软件与服务--软件--应用软件,A股,上海
002543.SZ,万和电气,002543,2011-01-11,2011-01-19,2011-01-28,中小企业板,30.00,49.18,,,,"5,000.00","5,000.00",,"1,000.00","4,000.00",0.00,100.00,"40,000.00",8.45,15.00,14.21,"7,850.77",5.23,0.00,0.00,"7,850.77",5.23,"7,235.00",164.00,128.00,303.77,41,61,,,26,26,25,"2,500.00",7.50,40.00,2.50,"133,209","193,468.50",2.0675,48.00,"网下询价,上网定价",余额包销,平安证券有限责任公司,致同会计师事务所(特殊普通合伙),广东中联羊城资产评估有限公司,国信信扬律师事务所,2011-01-18,2011-01-19,2011-01-19,580.4055,7.5000,0.0000,1.00,广东省,电气机械及器材制造业,,可选消费--耐用消费品与服装--家庭耐用消费品--家用电器,A股,深圳
601137.SH,博威合金,780137,2011-01-11,2011-01-19,2011-01-27,主板,27.00,71.05,,,,"5,500.00","5,500.00",,"1,100.00","4,400.00",0.00,"1,100.00","44,000.00",7.41,14.85,14.15,"7,040.88",4.74,0.00,0.00,"7,040.88",4.74,"6,425.00",214.00,138.00,220.00,55,110,,,57,57,35,"21,970.00",59.32,5.01,20.00,"97,173","170,926.50",2.5742,38.85,"网下询价,上网定价",余额包销,国信证券股份有限公司,天健会计师事务所(特殊普通合伙),天源资产评估有限公司,上海市锦天城律师事务所,2011-01-18,2011-01-18,2011-01-19,461.5016,94.8566,0.0000,1.00,浙江省,有色金属冶炼及压延加工,,材料--材料Ⅱ--金属、非金属与采矿--金属非金属,A股,上海
002542.SZ,中化岩土,002542,2011-01-11,2011-01-19,2011-01-28,中小企业板,37.00,77.08,,,,"1,680.00","1,680.00",,336.00,"1,344.00",0.00,56.00,"13,000.00",1.69,6.22,5.73,"4,819.10",7.75,0.00,0.00,"4,819.10",7.75,"4,332.80",106.39,120.00,234.00,43,73,,,38,38,38,"2,128.00",7.87,15.79,6.33,"105,128","95,362.60",1.4094,71.00,"网下询价,上网定价",余额包销,海通证券股份有限公司,中审国际会计师事务所有限公司,北京中同华资产评估有限公司,国浩律师事务所,2011-01-18,2011-01-19,2011-01-19,352.8416,7.8736,0.0000,1.00,北京,土木工程建筑业,,工业--资本货物--建筑与工程Ⅲ--建筑与工程,A股,深圳
002544.SZ,杰赛科技,002544,2011-01-11,2011-01-19,2011-01-28,中小企业板,28.00,68.29,,,,"2,200.00","2,200.00",,440.00,"1,760.00",0.00,440.00,"17,000.00",2.36,6.16,5.80,"3,554.34",5.77,0.00,0.00,"3,554.34",5.77,"2,980.00",149.40,82.00,342.94,41,60,,,28,28,28,"10,384.00",29.08,4.24,24.00,"203,077","201,290.85",0.8744,114.00,"网下询价,上网定价",余额包销,国信证券股份有限公司,广东正中珠江会计师事务所(特殊普通合伙),北京中同华资产评估有限公司,北京市海问律师事务所,2011-01-18,2011-01-19,2011-01-19,563.6144,29.0752,0.0000,1.00,广东省,软件和信息技术服务业,,信息技术--技术硬件与设备--通信设备Ⅲ--通信设备,A股,深圳
